id1,id2,name_id,name_brand,name_words,name_cos,name_descriptives,name_units,name_numbers,short_description_id,short_description_brand,short_description_words,short_description_cos,short_description_descriptives,short_description_units,short_description_numbers,long_description_cos,long_description_descriptives,long_description_units,long_description_numbers,specification_text_units,specification_text_numbers,all_texts_id,all_texts_brand,all_texts_words,all_texts_cos,all_texts_descriptives,all_texts_units,all_texts_numbers,all_units_list,all_ids_list,all_numbers_list,all_brands_list,specification_key_matches,specification_key_value_matches,hash_similarity,match
https://walmart.com/ip/Lysol-Disinfecting-Wipes-Lemon-Lime-Blossom-Flatpack-80-ct-Pack-of-6/660256513,https://www.amazon.com/dp/B09RN9X6K1,0.0,0.0,0.5652173913043479,0.6487114142165045,-0.6,0.0,0.0,0.0,0.0,-0.7777777777777778,-0.8496918917618705,-0.88,0.0,0.0,-0.4737730755754162,-0.64,0.0,0.7142857142857143,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0,1
https://walmart.com/ip/8pcs-Flamingo-Pattern-Ice-Cream-Paper-Bowls-Yogurt-Bowls-Ice-Cream-Paper-Bowls-Party-Supplies/1705691905,https://www.amazon.com/dp/B09Y5J2ZJB,0.0,0.0,0.0,-0.0978505825919202,-0.6,0.0,0.0,0.0,0.0,0.1525423728813559,-0.5617561435990581,-0.12,0.0,0.0,0.169809178726378,-0.12,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0,1
https://walmart.com/ip/Arm-Hammer-Moisture-Absorber-Refills-Fragrance-Free-14-oz-2-Pack/1374223626,https://www.amazon.com/dp/B01KYZ13TM,0.0,0.0,-0.1666666666666666,-0.0677192500267392,-0.8,0.0,0.0,0.0,0.0,-0.231638418079096,-0.1436373087771572,-0.28,0.0,0.0,-0.1256103037315016,-0.3199999999999999,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.6,0.0,0.0,0.0,0,0
https://walmart.com/ip/Bissell-Double-Action-Brush-Roll-for-Select-Upright-Vacuums-1611231/938131313,https://www.amazon.com/dp/B08XJT1CG8,-1.0,0.0,-0.1999999999999999,-0.2552845429758386,-0.8,0.0,0.0,-1.0,0.0,-0.9452054794520548,-0.9721901415391052,-0.96,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0,0
https://walmart.com/ip/BISSELL-MYair-Plus-for-rooms-up-to-100-sq-ft-3179A/786485097,https://www.amazon.com/dp/B093ZDWCQ5,0.0,0.0,-0.4444444444444444,-0.4470199338656266,-0.8,0.0,0.0,-1.0,0.0,-0.2340425531914893,-0.3897976577582054,-0.6,0.0,0.8181818181818182,-0.2004128754398758,-0.6,0.0,0.8333333333333334,0.0,0.0,0,0,0,0,0,0,0,0.8,0.0,0.6129032258064516,0.0,0.4,0.2,0,0
https://walmart.com/ip/Bounce-Fabric-Softener-Dryer-Sheet-Outdoor-Fresh-2-X-160-Ct/541877401,https://www.amazon.com/dp/B07C6LZ1GZ,0.0,0.0,-0.0476190476190476,0.1169245949883235,-0.8,0.0,0.5,0.0,0.0,-0.9809523809523808,-0.924499273759641,-0.96,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0,1
https://walmart.com/ip/Clorox-Hideaway-Bowl-Brush-and-Holder-with-Base/432294935,https://www.amazon.com/dp/B00R55CIRQ,0.0,0.0,-0.8333333333333334,-0.8135970855058511,-0.96,0.0,0.0,0.0,0.0,-0.4473684210526315,-0.6676118141132344,-0.6799999999999999,0.0,0.0,-0.6733420333832814,-0.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
https://walmart.com/ip/Clorox-Hideaway-Bowl-Brush-and-Holder-with-Base/432294935,https://www.amazon.com/dp/B07F4DTH5J,0.0,0.0,-0.75,-0.7438714610361392,-0.96,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
https://walmart.com/ip/Clorox-Pool-and-Spa-XtraBlue-Chlorinating-Tablets-35-lb/207270537,https://www.amazon.com/dp/B00PZZFHDU,0.0,0.0,0.6000000000000001,0.7134593339821851,-0.6799999999999999,0.3333333333333333,0.0,0.0,0.0,-0.5268817204301075,-0.533518290648004,-0.6799999999999999,0.0,0.0,-0.4707193247968477,-0.8,0.0,0.0,0.6,0.5555555555555556,0,0,0,0,0,0,0,0.5555555555555556,0.0,0.6363636363636364,0.0,0.0,0.0,0,1
https://walmart.com/ip/Clorox-Pool-and-Spa-XtraBlue-Chlorinating-Tablets-35-lb/207270537,https://www.amazon.com/dp/B0B86TQ6WX,0.0,0.0,0.3333333333333332,0.3933287485341181,-0.6799999999999999,0.5,0.0,0.0,0.0,-0.6210526315789473,-0.7375946889168286,-0.76,0.0,0.75,-0.7600744816987643,-0.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8181818181818182,0.0,0.8666666666666667,0.0,0.0,0.0,0,0
https://walmart.com/ip/Dixie-Paper-Dinner-Plates-10-150-Count/48767998,https://www.amazon.com/dp/B089NX5QJR,0.0,0.0,-0.25,0.1569743095668441,-0.84,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.1032951157190911,-0.6799999999999999,0.0,0.0,0.0,0.8,0,0,0,0,0,0,0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0,0
